prior=0.7	BLACKPINK
prior=0.5306112	Nirvana
prior=0.5303795	Little Mix and CNCO
prior=0.530229	蕭亞軒
prior=0.5301996	李健
prior=0.5301359	Miguel
prior=0.5300022	JOY
prior=0.5299924	丁可欣
prior=0.5297761	Birdy
prior=0.5295654	Nowhere Boys
prior=0.5295311	NU'EST
prior=0.529466	Rag'n'Bone Man
prior=0.5294534	張國榮 and 陳潔靈
prior=0.5294051	李克勤 and 鄧小巧
prior=0.5294009	Alex Goot
prior=0.5293841	Drake and Future
prior=0.5293603	Park Yong In and Kwon Soonil
prior=0.5292931	Ronan Keating
prior=0.5292182	余香凝
prior=0.5291776	Soyou and BAEKHYUN
prior=0.5291027	Kenshi Yonezu plus Masaki Suda
prior=0.5291027	Kenshi Yonezu and Masaki Suda
prior=0.5291027	Kenshi Yonezu Masaki Suda
prior=0.5290929	Disclosure
prior=0.5290516	7 go up
prior=0.5290474	Big Sean
prior=0.529039	陳粒
prior=0.5290278	Girls' Generation TTS
prior=0.5289676	張敬軒 and 王菀之
prior=0.5288983	Rudimental and Major Lazer
prior=0.5287765	Why Don't We
prior=0.5287478	卓文萱 and 曹格
prior=0.5287464	Young Thug 2 Chainz Wiz Khalifa and PnB Rock
prior=0.5286932	DJ Snake and AlunaGeorge
prior=0.528633	韋禮安
prior=0.5284524	Wiz Khalifa and Iggy Azalea
prior=0.5284321	陳輝陽 and 女聲合唱
prior=0.5283131	張靚穎
prior=0.5283117	DAY6
prior=0.5281766	Becky G
prior=0.528143	Mandy Moore and Zachary Levi
prior=0.5280317	Zion T and Crush
prior=0.527875820054	LiSA
prior=0.5278147	王馨平
prior=0.5277867	Elle King
prior=0.527765	張敬軒 and 容祖兒
prior=0.5276992	Yubin
prior=0.5276768	林師傑
prior=0.5273611	YOONA
prior=0.5273478	Soyou and 권정열
prior=0.5273065	郭靜
prior=0.5272351	fromis_9
prior=0.527163	黃明志 and 鄧紫棋
prior=0.5271469	Nelly
prior=0.5271343	George Ezra
prior=0.5270965	VIXX
prior=0.5270916	The Cranberries
prior=0.5270916	Cranberries
prior=0.5270853	Lily Allen
prior=0.5270286	Norah Jones
prior=0.5269978	KATIE
prior=0.526848	Diplo French Montana and Lil Pump
prior=0.5267052	張惠雅
prior=0.5266653	VAVA
prior=0.5265743	張學友 and 高慧君
prior=0.5265477	袁詠琳 and 周杰倫
prior=0.5264987	Nick Jonas
prior=0.5264917	기현
prior=0.5264161	Simon Dominic GRAY and ONE
prior=0.5263769	Eric Nam and WENDY
prior=0.5263356	羅力威
prior=0.5263139	John Legend and BloodPop®
prior=0.5262243	艾怡良
prior=0.5261522	MC HotDog
prior=0.5260738	LOOΠΔ yyxy
prior=0.5260738	LOOΠΔ
prior=0.5260738	yyxy
prior=0.5259821	j-hope
prior=0.5259688	Selena Gomez and The Scene
prior=0.5257959	SEREBRO
prior=0.5256671	The Bellas
prior=0.5256671	Bellas
prior=0.5256349	Ne-Yo
prior=0.52556	Marshmello and Omar LinX
prior=0.5255362	Daniel Caesar
prior=0.5253248	許志安 and 鄭秀文
prior=0.5251554	AsAP Rocky
prior=0.5250917	M C THE MAX
prior=0.5250889	畢書盡
prior=0.525042	BOBBY
prior=0.5250154	周柏豪 and 連詩雅
prior=0.524776	OneRepublic and Seeb
prior=0.5247501	BAEKHYUN
prior=0.5247123	David Guetta and Showtek
prior=0.5246976	Robbie Williams
prior=0.5246801	Matt Johnson
prior=0.5246745	楊千嬅 and 梁漢文
prior=0.5246409	gugudan
prior=0.5246367	Tiësto and Dzeko
prior=0.5246052	JAY Z and LINKIN PARK
prior=0.5245702	鄧小巧
prior=0.5245576	許嵩
prior=0.5245338	Emilia
prior=0.5245226	Michael Bublé
prior=0.5244848	Rixton
prior=0.5242986	Weki Meki
prior=0.5242006	林依晨
prior=0.5241824	魏如萱
prior=0.5241705	Jon Bellion
prior=0.5240347	側田 and 劉浩龍
prior=0.523999	張敬軒 and 麥家瑜
prior=0.5239122	Kygo and Miguel
prior=0.5238744	Lana Del Rey and Cedric Gervais
prior=0.523817	陳潔儀
prior=0.5238079	Snakehips and MØ
prior=0.5237701	Richard Marx
prior=0.523747	Future
prior=0.5235223	鄧麗君
prior=0.5235132	Alan Walker and David Whistle
prior=0.5234439	Lim Seul Ong and JOY
prior=0.5234355	許靖韻
prior=0.5234208	Peabo Bryson and Regina Belle
prior=0.5233949	Eurythmics
prior=0.5233928	Sean Kingston and Justin Bieber
prior=0.5233578	Sung Si Kyung
prior=0.5233543	周慧敏
prior=0.523299	許冠傑
prior=0.5232829	Panic At the Disco
prior=0.5232332	Dimitri Vegas and Like Mike and David Guetta
prior=0.5232171	Foster the People
prior=0.5232059	Cashmere Cat
prior=0.5231429	Emma Watson Dan Stevens Ewan McGregor Ian McKellen Emma Thompson Nathan Mack and Gugu Mbatha Raw
prior=0.5229805	戴佩妮
prior=0.5229399	Trademark
prior=0.5229231	HotCha
prior=0.5228713	鄭秀文 and On C AllStar
prior=0.5228419	Aimer
prior=0.5228391	Samuel
prior=0.5228195	信樂團
prior=0.5227803	SEOHYUN
prior=0.5226564	陳詠謙
prior=0.5226473	Nick Jonas and Nicki Minaj
prior=0.5225472	Robin Schulz and Piso 21
prior=0.5225465	BEN
prior=0.5224877	Scarlett Johansson
prior=0.5224366	Gwen Stefani
prior=0.5223337	SUPER JUNIOR D E
prior=0.522284	Gael García Bernal Gabriella Flores and Libertad García Fonzi
prior=0.5222539	Elton John
prior=0.5222497	Damien Rice
prior=0.5222112	鄧麗欣 and 方力申
prior=0.522151	張宇
prior=0.5220964	Loote
prior=0.52206	Joe Hisaishi
prior=0.5219977	汪峰
prior=0.5219921	Kungs and Stargate
prior=0.5219844	Robin Thicke
prior=0.5219536	Noah Kahan and Julia Michaels
prior=0.5219186	王若琳
prior=0.5218927	Nicky Jam and J Balvin
prior=0.5218402	Madonna
prior=0.5217863	Loco and Yuju
prior=0.5217863	陳淑樺
prior=0.5217163	Christina Aguilera
prior=0.5217037	Tez Cadey
prior=0.5216736	Echosmith
prior=0.5212683	辛曉琪
prior=0.5212669	林俊傑 and Jason Mraz
prior=0.5211115	Skylar Grey
prior=0.5209561	Electric Light Orchestra
prior=0.520849	Action Bronson Mark Ronson and Dan Auerbach
prior=0.5208161	羅嘉良
prior=0.5208	周筆暢
prior=0.5207986	容祖兒 and 吳浩康
prior=0.5207223	G DRAGON and T O P
prior=0.5206614	林二汶 and 岑寧兒
prior=0.5205676	VIXX LR
prior=0.5205319	Seo EunKwang 육성재 이창섭 and 임현식
prior=0.5205158	KARA
prior=0.5203492	Woo Won Jae
prior=0.5201483	Delaney Jane
prior=0.5200706	이민혁 정일훈 and 프니엘
prior=0.5200657	Guns N' Roses
prior=0.5198403	Calum Scott and Leona Lewis
prior=0.5197052	Stray Kids
prior=0.5196982	Whethan and Dua Lipa
prior=0.5196191	Soyou and Brother Su
prior=0.5195064	吳卓羲 and 黃宗澤
prior=0.519456	League of Legends
prior=0.5194357	許美靜
prior=0.5193818	Malia Civetz
prior=0.5192845	王詩安
prior=0.519204	Pharrell Williams x Camila Cabello
prior=0.5191788	沈震軒
prior=0.5191382	Family of the Year
prior=0.5188344	The Cast of High School Musical Vanessa Hudgens and Zac Efron
prior=0.5188344	Cast of High School Musical Vanessa Hudgens and Zac Efron
prior=0.5188267	張國榮 and 梅艷芳
prior=0.5188169	Machine Gun Kelly X Ambassadors and Bebe Rexha
prior=0.518798	Tom Walker
prior=0.5187875	Amy Winehouse
prior=0.5187749	RYEOWOOK
prior=0.5187658	BlocBoy JB
prior=0.5185733	Travis Scott
prior=0.5184907	V and JIN
prior=0.5184802	Skrillex and Poo Bear
prior=0.5184403	郁可唯
prior=0.518413	Baek Ji Young
prior=0.5183885	GReeeeN
prior=0.5183724	孫耀威
prior=0.5182828	Enrique Iglesias
prior=0.5182772	Noah Cyrus
prior=0.5182611	We The Kings
prior=0.5182233	林隆璇
prior=0.5181897	TVXQ
prior=0.5181778	Lil Uzi Vert Quavo and Travis Scott
prior=0.5180651	Adam Mitchell Stanley Tucci Ewan McGregor Gugu Mbatha Raw Ian McKellen Emma Thompson Emma Watson Audra McDonald and Clive Rowe
prior=0.5179531	per se
prior=0.5178285	張柏芝
prior=0.5178229	陳慧琳 and 李克勤
prior=0.5177991	INDIIA
prior=0.5177613	方大同 and 薛凱琪
prior=0.5176976	Pitbull and J Balvin
prior=0.5176514	The 1975
prior=0.5176514	1975
prior=0.5176402	彭佳慧
prior=0.5176094	Emma Thompson
prior=0.517517	Relax α Wave
prior=0.5175149	那英
prior=0.5174589	Taron Egerton
prior=0.5174442	Robynn and Kendy
prior=0.5173336	K 391
prior=0.5173021	RL Grime
prior=0.5172818	JAY Z and Kanye West
prior=0.5172622	張懸
prior=0.5172328	ONE
prior=0.5172174	Shawn Mendes and Camila Cabello
prior=0.5172097	Avicii and Nicky Romero
prior=0.5171677	王傑 and 趙學而
prior=0.5171551	5566
prior=0.5171334	HRVY
prior=0.517111	DJ Snake and Mercer
prior=0.51709	The Lumineers
prior=0.51709	Lumineers
prior=0.516996554175	Yuna Ito
prior=0.51695	胡彥斌
prior=0.5168436	Trouble Maker
prior=0.5167806	符致逸
prior=0.5167155	Jack Johnson
prior=0.5166665	張學友 and 陳奕迅
prior=0.5165958	TURBO
prior=0.5165391	Ed Sheeran and Andrea Bocelli
prior=0.5165251	으뜨거따시
prior=0.5165062	Gryffin
prior=0.5164943	Josh Groban
prior=0.5164565	鄭中基 and 林嘉欣
prior=0.5164369	New Empire
prior=0.5164222	MastaMic and 鄭欣宜
prior=0.5163921	Tamia
prior=0.516355	Snakehips
prior=0.5162129	Bee Gees
prior=0.5161919	黃耀明
prior=0.5161681	雨僑
prior=0.5161149	Owl City and Carly Rae Jepsen
prior=0.5160834	李千娜
prior=0.5160526	Lovelyz
prior=0.5160071	林海峰
prior=0.5159539	蘇永康 and 陳潔儀
prior=0.5158111	Park Kyung
prior=0.5157516	Troy and Gabriella
prior=0.5157222	JP Cooper
prior=0.5155122	Kid Ink Tyga YG Wale and Rich Homie Quan
prior=0.5153414	Kodaline
prior=0.5153358	黃貫中
prior=0.5152987	Natalie La Rose
prior=0.5152889	Yong Jun Hyung
prior=0.5152238	Yumi Kimura
prior=0.5151475	Cigarettes After Sex
prior=0.515144	Icona Pop
prior=0.5151412	Dwayne Johnson
prior=0.515067	優客李林
prior=0.5150082	Hyolyn and Joo Young
prior=0.5149949	林一峰
prior=0.5149494	Marketa Irglova and Glen Hansard
prior=0.5149186	Jay Rock Kendrick Lamar Future James Blake
prior=0.5148892	Gryffin and Illenium
prior=0.5148283	Bruno Mars and David Guetta
prior=0.5146358	Owl City
prior=0.5146239	X JAPAN
prior=0.5145063	華晨宇 and 楊宗緯
prior=0.5143887	Galantis and Hook N Sling
prior=0.5143887	梁靜茹 and 盧廣仲
prior=0.514353	Emma Watson
prior=0.514353	Felix Jaehn
prior=0.514255	Yoon Jong Shin
prior=0.5141514	葉倩文
prior=0.5140968	Skrillex
prior=0.5140268	關淑怡
prior=0.5140023	Evanescence
prior=0.5139925	劉增瞳
prior=0.5139848	黃品源 and 莫文蔚
prior=0.513933	JRY
prior=0.513919	Frenship and Emily Warren
prior=0.5139162	音阙诗听
prior=0.5138812	Sofi Tukker
prior=0.5137937	a-ha
prior=0.5137314	Hayden James
prior=0.5137216	By2
prior=0.5136481	Khalid 6LACK and Ty Dolla sign
prior=0.5136215	JAY Z Kanye West and Rihanna
prior=0.5135648	John Denver
prior=0.5135368	任賢齊
prior=0.5135067	화려강산
prior=0.5133261	周殷廷
prior=0.5133149	Dillon Francis and DJ Snake
prior=0.5132687	Bryan Adams
prior=0.5131924	呂方
prior=0.5131266	Daddy Yankee
prior=0.5131259	John Lennon
prior=0.513072	鄭融 and 周柏豪
prior=0.5130349	Park Boram
prior=0.513009	2PM
prior=0.5129712	Joseph Williams Nathan Lane Ernie Sabella and Jason Weaver
prior=0.5129509	劉力揚
prior=0.5129495	Seo EunKwang 임현식 and 육성재
prior=0.5128662	Joe Hisaishi and 井上あずみ
prior=0.5128256	Migos Nicki Minaj and Cardi B
prior=0.5126947	Sabrina Carpenter
prior=0.512666	Josh Gad Luke Evans and Ensemble Beauty and the Beast
prior=0.5126205	Offset and Metro Boomin
prior=0.5125393	Train
prior=0.5125008	FTISLAND
prior=0.5124714	蔡卓妍
prior=0.5124476	Craig David
prior=0.5123699	SECHSKIES
prior=0.5123286	Sugarland
prior=0.5122607	N E R D and Rihanna
prior=0.5122131	Earth Wind and Fire
prior=0.5121494	Hillsong Worship
prior=0.5121207	刘柏辛Lexie
prior=0.512057	Fetty Wap
prior=0.5120171	Fly by Midnight
prior=0.5118113	Kim Bum Soo
prior=0.5117301	Big Shaq
prior=0.5117112	Fool's Garden
prior=0.5116293	London Philharmonic Orchestra and David Parry
prior=0.5116286	林憶蓮 and 李宗盛
prior=0.5115817	Ariana Grande and Nathan Sykes
prior=0.5114354	Anna Kendrick and Justin Timberlake
prior=0.5113507	Alice Merton
prior=0.5113297	陳凱彤
prior=0.5112016	T O P
prior=0.5111946	Amy Shark
prior=0.5111673	Capital Cities
prior=0.5111211	Anna Kendrick
prior=0.5110196	Christopher
prior=0.5109601	太極
prior=0.5109524	Stevie Wonder
prior=0.5109013	Joey My Secret Live 現場觀眾
prior=0.5107865	Christina Aguilera Lil' Kim Mýa and Pink
prior=0.5107774	Kidsongs
prior=0.5107627	James TW
prior=0.5106955	六哲
prior=0.5106913	Younha
prior=0.5106913	YUKA
prior=0.5106577	李代沫
prior=0.5106507	Afterschool
prior=0.5106318	San E
prior=0.5106304	Snow Patrol
prior=0.510601	The Barden Bellas
prior=0.510601	Barden Bellas
prior=0.5105891	Eir Aoi
prior=0.5105471	鍾鎮濤
prior=0.510405	Robinson
prior=0.5104029	Minah
prior=0.5103581	農夫 and C君
prior=0.5103483	鄭世豪
prior=0.5103056	Frankie Valli
prior=0.5102083	Metallica
prior=0.5101817	DMX
prior=0.5101635	香香
prior=0.5100144	The Vamps and Martin Jensen
prior=0.5100144	Vamps and Martin Jensen
prior=0.5100095	Paramore
prior=0.5099787	Soyou and Mad Clown
prior=0.5099024	T ara and Davichi
prior=0.5098891	Unknown
prior=0.5098821	鍾欣潼
prior=0.5097533	Flo Rida and 99 Percent
prior=0.5097414	潘瑋柏 and 弦子
prior=0.5096952	Higher Brothers
prior=0.5096875	郭富城 鄭秀文 許志安 and 梁漢文
prior=0.5096525	Tinie Tempah
prior=0.5096448	The Pussycat Dolls
prior=0.5096448	Pussycat Dolls
prior=0.5096343	2 Chainz and Wiz Khalifa
prior=0.5093144	Sam Tsui
prior=0.5093109	The New Barden Bellas
prior=0.5093109	New Barden Bellas
prior=0.5093102	S M THE BALLAD
prior=0.5092626	伍富橋
prior=0.5092185	潘瑋柏 and 張韶涵
prior=0.5091996	Logic and Marshmello
prior=0.5091499	Bellas Evermoist Saddle Up Young Sparrow And DJ Dragon Nutz and Soldiers
prior=0.5091499	The Bellas Evermoist Saddle Up Young Sparrow And DJ Dragon Nutz and Soldiers
prior=0.5090274	Connie Talbot
prior=0.5089707	San E and Raina
prior=0.5089679	Cessyl Orchestra
prior=0.5089651	ラムジ
prior=0.5089546	杜德偉
prior=0.508935	Ben E King
prior=0.508795	石詠莉
prior=0.5086578	The xx
prior=0.5086578	xx
prior=0.5085318	Frank Sinatra
prior=0.5084758	YESUNG
prior=0.50841	Ofenbach
prior=0.5084079	馬頔
prior=0.5082595	Flume
prior=0.5082539	TAEYEON and JONGHYUN
prior=0.5082329	Colbie Caillat
prior=0.5082245	Chance the Rapper
prior=0.508186	Culture Code
prior=0.5081503	Kim Sung Kyu
prior=0.508046	Aaron Tveit Eddie Redmayne Students and Les Misérables Cast
prior=0.507983	Jack River
prior=0.5077541	Benjamin Bratt
prior=0.5077212	Ylvis
prior=0.5076512	張學友 and 湯寶如
prior=0.5076218	Gai
prior=0.5076092	方泂鑌
prior=0.5075994	Billie Eilish
prior=0.5075805	張敬軒 and 孫耀威
prior=0.507535	Popu Lady
prior=0.5075217	The White Stripes
prior=0.5075217	White Stripes
prior=0.5075049	Zara Larsson and R3HAB
prior=0.5074909	CNCO and Little Mix
prior=0.5074762	The Cataracs Far East Movement and Dev
prior=0.5074762	Cataracs Far East Movement and Dev
prior=0.5074678	David Bowie
prior=0.5074167	Punch
prior=0.50736	Kevin Gates
prior=0.5073432	Mandy Moore
prior=0.5071689	周傳雄
prior=0.5071255	Disciples
prior=0.507124240143	T-ara
prior=0.5071192	댄싱게놈
prior=0.5070884	Zay Hilfigerrr and Zayion McCall
prior=0.5070548	Tungevaag and Raaban
prior=0.5070317	The Script and will i am
prior=0.5070317	Script and will i am
prior=0.5070219	Madilyn Bailey
prior=0.5069575	周麗淇
prior=0.5069435	Sara Bareilles
prior=0.5069064	As One
prior=0.5068595	Shayne Ward
prior=0.5068483	Taio Cruz
prior=0.5068182	Mr Probz
prior=0.5067986	AKB48
prior=0.5067986	4 Non Blondes
prior=0.5067223	Lord Huron
prior=0.5066964	林憶蓮 and 王傑
prior=0.5066908	MK
prior=0.5065627	Lilly Wood and The Prick and Robin Schulz
prior=0.5065466	譚詠麟 and 許冠傑
prior=0.5065137	Gucci Mane
prior=0.5064535	Survivor
prior=0.5064381	張學友 and 陳嘉露
prior=0.5064367	ScHoolboy Q 2 Chainz Saudi
prior=0.5063457	John Newman
prior=0.5063387	林憶蓮 and 藍戰士
prior=0.5063387	Bishop Briggs
prior=0.5063261	Iñigo Pascual
prior=0.5060993	BUMKEY
prior=0.5060307	Lee Seung Chul
prior=0.5060041	The Cast of High School Musical
prior=0.5060041	Cast of High School Musical
prior=0.5060027	Porter Robinson and Madeon
prior=0.5059726	Arctic Monkeys
prior=0.5059467	Lost Frequencies
prior=0.5059236	許秋怡 and 張智霖
prior=0.5058725	NANA starring MIKA NAKASHIMA
prior=0.5058648	J.Y. Park
prior=0.5058634	My Little Airport
prior=0.5058368	Dan Stevens
prior=0.5057948	Kym
prior=0.5057752	NCT DREAM
prior=0.5057353	The Vamps
prior=0.5057353	Vamps
prior=0.5056562	任賢齊 and 梁漢文
prior=0.5056429	古巨基 and 梁詠琪
prior=0.5056072	Arthur Rubinstein
prior=0.5055554	Tyga
prior=0.5055463	Just
prior=0.5055365	Pia Mia
prior=0.5055162	范瑋琪 and 張韶涵
prior=0.5055029	陳慧琳 and 鄭中基
prior=0.5054588	AC DC
prior=0.5054588	AC
prior=0.5054588	DC
prior=0.5054175	Ella Mai
prior=0.5053706	Carla Bruni
prior=0.5053321	Led Zeppelin
prior=0.5052852	BewhY
prior=0.5050794	那對夫妻
prior=0.5050696	GARNiDELiA
prior=0.5049667	ABBA
prior=0.5049485	Don Omar
prior=0.5049303	陳嘉樺
prior=0.5048946	BuskerBusker
prior=0.504889	Vanessa Carlton
prior=0.504882	MOBB
prior=0.5048673	Gorillaz
prior=0.5048666	Selectracks
prior=0.5048015	Eric Clapton
prior=0.5047966	Dean Lewis
prior=0.5047168	Adam Lambert
prior=0.5045572	鄧健明 and 鄭中基
prior=0.5045257	Ella Henderson
prior=0.5044977	趙雷
prior=0.5043409	Maroon 5 and Julia Michaels
prior=0.5043409	Sondia
prior=0.5043388	Cascada
prior=0.5042072	Mabel
prior=0.504091	側田 and 吳雨霏
prior=0.5040714	American Authors
prior=0.5040021	Tracy Chapman
prior=0.5039832	Cartoon
prior=0.5039125	Of Monsters and Men
prior=0.5038985	FIESTAR
prior=0.5038572	The Cast of High School Musical Zac Efron and Vanessa Hudgens
prior=0.5038572	Cast of High School Musical Zac Efron and Vanessa Hudgens
prior=0.5037893	Chris Brown X Tyga
prior=0.5037662	Frank Ocean
prior=0.5036885	JEONG SEWOON and Sik K
prior=0.5036871	Danny Cope
prior=0.5036752	The Pussycat Dolls and Busta Rhymes
prior=0.5036752	Pussycat Dolls and Busta Rhymes
prior=0.5036458	陳偉霆
prior=0.5035702	Eason Chan H3MBand
prior=0.5035499	Ciara
prior=0.5034561	Baby Sleep Music
prior=0.5034337	林志美
prior=0.5034337	Eric Nam
prior=0.5033539	David Guetta and Akon
prior=0.5033077	SEVENTEEN and Ailee
prior=0.5032839	Ruth B
prior=0.5032538	王心凌
prior=0.5031901	Nevada
prior=0.503179409455	SEKAI NO OWARI
prior=0.5031691	Yerin Baek
prior=0.5031663	uru
prior=0.5031607	黃翊
prior=0.503146	林嘉欣
prior=0.5029388	Kiiara
prior=0.5029374	Michael Bolton
prior=0.5029073	Eric Nam and Somi
prior=0.5028835	Noah Cyrus and Tanner Alexander
prior=0.5028723	許廷鏗 and 胡鴻鈞
prior=0.5028534	The Killers
prior=0.5028534	Killers
prior=0.5027085	Donny Osmond
prior=0.5026735	m.o.v.e
prior=0.5026182	劉天蘭 林子祥 and 詩詩
prior=0.5026182	林夏薇
prior=0.5026084	鄭中基 雷頌德 鄧健明 雷有輝 李璨琛 谷德昭 and 張達明
prior=0.5026014	Mabel and Not3s
prior=0.5025552	黃耀明 and 彭羚
prior=0.5024831	Mario
prior=0.5024278	麥小兜
prior=0.5024005	弦子
prior=0.5023102	Shane Filan
prior=0.5023067	Dagny
prior=0.5022437	Alesso and OneRepublic
prior=0.5021954	Kim Hee Chul and Min Kyung Hoon
prior=0.5021415	糖兄妹
prior=0.5021394	Make Some Noise
prior=0.502117	Andrea Bocelli
prior=0.5021037	Dear John
prior=0.5021002	謝芊彤 and 謝芊蕾
prior=0.5020407	Berlin
prior=0.5020246	WENDY
prior=0.5020162	Roberta Flack
prior=0.5020008	Opetaia Foa'i and Lin Manuel Miranda
prior=0.5019007	Calculasian
prior=0.5018811	Blue Swede
prior=0.5018356	Tove Lo Charli XCX Icona Pop Elliphant and ALMA
prior=0.501802	丁世光
prior=0.5017901	Lee Juck
prior=0.5017649	Fleetwood Mac
prior=0.5017614	Classical Lullabies
prior=0.5017264	Louis Armstrong
prior=0.5017096	Roy Kim
prior=0.5016746	王傑 and 林憶蓮
prior=0.5016487	supercell
prior=0.5016459	Chris Brown
prior=0.5015955	周洁颖 林华勇 莊心妍 and 贺敬轩
prior=0.5015724	蔡 傑 and 許志安
prior=0.5015668	Vance Joy
prior=0.5015654	Oh Wonder
prior=0.501515	Kim Jong Kook
prior=0.5014821	Cookies
prior=0.501445	Ikimonogakari
prior=0.5013792	SZA
prior=0.5013722	八三夭
prior=0.5012749	will.i.am
prior=0.5012679	Serrini
prior=0.501263	Fergie
prior=0.5012105	Cheat Codes and Kris Kross Amsterdam
prior=0.501165	R3HAB and Mike Williams
prior=0.5011377	Black Atlass
prior=0.5010978	Dilraba
prior=0.5010579	Tinashe
prior=0.5009844	鹿晗
prior=0.5009746	袁婭維 and Kehlani
prior=0.5009613	Jimin and Iron
prior=0.5009578	Tiësto and KSHMR
prior=0.5009137	SUNSET OR RISE
prior=0.5008192	Puff Daddy and Faith Evans
prior=0.5007632	Marian Hill
prior=0.5007338	Annie Lennox
prior=0.5007338	MISIA
prior=0.5007198	劉思涵
prior=0.5006449	Cheat Codes and CADE
prior=0.500486	The Bangles
prior=0.500486	Bangles
prior=0.5004853	GroovyRoom
prior=0.5004615	Pentatonix
prior=0.5004405	Jon Boden Sam Sweeney and Ben Coleman
prior=0.5004027	Josh Gad
prior=0.500339	The Police
prior=0.500339	Police
prior=0.5002823	阿肆 and 郭采潔
prior=0.5002697	周深
prior=0.5002662	Vaults
prior=0.5001521	JAY-Z
prior=0.5001248	DJ Snake and Tiësto
prior=0.5001185	李克勤 and 陳苑淇
prior=0.5000877	動力火車
prior=0.5000562	UNI T
prior=0.5000303	葉德嫻 and 許志安
prior=0.4999918	Swedish House Mafia
prior=0.4999757	Gloria Gaynor
prior=0.4999141	TheFatRat
prior=0.4998154	Kassy
prior=0.4997629	Logan Paul
prior=0.4996768	布志綸
prior=0.4996551	MIKA
prior=0.4996152	Monogram
prior=0.4995683	Gabrielle Aplin
prior=0.4993681	范曉萱
prior=0.4992421	蔡琴
prior=0.4992204	戴愛玲
prior=0.4991896	Perfume
prior=0.4991658	Rich The Kid
prior=0.4991623	Aqua
prior=0.4989201	The Neighbourhood
prior=0.4989201	Neighbourhood
prior=0.4989012	브로맨스
prior=0.4988249	NELL
prior=0.4988172	LANY
prior=0.498813	PRC巴音汗
prior=0.4988053	Marcus and Martinus
